"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx"
43900,-16,540611.1375,6794709.925,3,164.738571166992,NA,NA,"STN43900",43
43925,-26,540578.622,6794686.723,3,163.886672973633,NA,NA,"STN43925",38
43950,-26,540577.3835,6794686.179,3,163.910003662109,NA,NA,"STN43950",38
43975,0,540539.8415,6794688.093,3,164.600006103516,NA,NA,"STN43975",51
44000,2,540519.181,6794686.7105,3,164.520004272461,NA,NA,"STN44000",52
44025,-16,540487.1425,6794686.294,3,164.157501220703,177.235992431641,NA,"STN44025",43
44050,-20,540474.0375,6794690.5935,3,164.425003051758,172.996994018555,NA,"STN44050",41
44075,-8,540455.2635,6794711.256,3,163.880004882812,181.918563842773,NA,"STN44075",47
44100,-8,540434.5755,6794727.763,3,164.065994262695,NA,NA,"STN44100",47
44125,-6,540419.828,6794737.283,3,164.308334350586,NA,NA,"STN44125",48
44150,-8,540393.8735,6794745.9495,3,163.998748779297,NA,NA,"STN44150",47
44175,-20,540368.3155,6794752.0885,3,164.091995239258,173.611663818359,NA,"STN44175",41
44200,-22,540359.534,6794753.045,3,163.729995727539,NA,NA,"STN44200",40
44225,-20,540334.562,6794755.1325,3,163.913330078125,176.75,NA,"STN44225",41
44250,-18,540309.55,6794757.22,3,163.847503662109,181.838745117188,NA,"STN44250",42
44275,-14,540298.7055,6794756.7025,3,164.127136230469,NA,NA,"STN44275",44
44300,14,540261.328,6794757.4685,3,164.123748779297,180.28727722168,NA,"STN44300",58
44325,9,540248.499,6794735.437,3,163.981994628906,180.180557250977,NA,"STN44325",54
44350,-3,540247.092,6794707.946,3,164.123336791992,NA,NA,"STN44350",48
44375,-6,540247.355,6794684.672,3,164.055709838867,NA,NA,"STN44375",48
44400,-2,540241.5445,6794660.0525,3,164.524993896484,179.004440307617,NA,"STN44400",50
44425,-6,540234.029,6794635.157,3,164.5,175.606674194336,NA,"STN44425",48
44450,-8,540218.953,6794615.1145,3,163.729995727539,NA,163.779998779297,"STN44450",47
44475,-4,540199.383,6794599.05,3,163.932861328125,NA,NA,"STN44475",49
44500,-10,540187.303,6794576.356,3,164.396667480469,184.104278564453,NA,"STN44500",46
44525,-10,540167.558,6794560.656,3,164.389999389648,NA,NA,"STN44525",46
44550,-12,540137.7325,6794567.2635,3,164.042861938477,NA,NA,"STN44550",45
44575,-18,540122.3275,6794570.68,3,164.179992675781,NA,NA,"STN44575",42
44600,-28,540103.964,6794563.2805,3,164.639999389648,NA,NA,"STN44600",37
44625,-16,540079.0005,6794575.3675,3,164.707504272461,NA,NA,"STN44625",43
44650,-8,540054.025,6794583.4545,3,164.508575439453,NA,NA,"STN44650",47
44675,-12,540029.013,6794579.5415,3,164.766662597656,NA,NA,"STN44675",45
44700,-10,540004.019,6794581.6285,3,164.331436157227,NA,NA,"STN44700",46
44725,-8,539979.025,6794583.7155,3,164.52799987793,NA,NA,"STN44725",47
44750,-12,539954.013,6794579.802,3,164.773254394531,NA,NA,"STN44750",45
44775,-16,539929.001,6794575.8885,3,164.764999389648,183.711669921875,NA,"STN44775",43
44800,-24,539903.9775,6794567.9755,3,164.742004394531,NA,NA,"STN44800",39
44825,-22,539878.984,6794570.062,3,164.649505615234,NA,NA,"STN44825",40
44850,4,539854.062,6794596.1485,3,164.56950378418,NA,NA,"STN44850",53
44875,16,539822.6555,6794598.125,3,164.66667175293,177.496994018555,NA,"STN44875",59
44900,18,539801.0855,6794579.6115,3,164.397003173828,NA,NA,"STN44900",60
44925,10,539797.8745,6794546.499,3,164.691192626953,NA,NA,"STN44925",56
44950,-80,539879.631,6794571.277,3,164.543792724609,NA,NA,"STN44950",11
44975,10,539819.9635,6794498.933,3,164.320007324219,NA,NA,"STN44975",56
45000,-4,539838.7125,6794481.5695,3,164.526992797852,NA,NA,"STN45000",49
45025,-22,539856.626,6794456.516,3,164.760803222656,NA,NA,"STN45025",40
45050,-24,539858.5395,6794431.51,3,164.608795166016,183.068328857422,NA,"STN45050",39
45075,-22,539856.453,6794406.516,3,164.72314453125,NA,NA,"STN45075",40
45100,-26,539862.315,6794388.0445,3,164.751800537109,176.890701293945,NA,"STN45100",38
45125,-24,539865.7095,6794377.359,3,164.700836181641,180.09130859375,NA,"STN45125",39
45150,-12,539873.117,6794350.6315,3,164.650604248047,172.766754150391,NA,"STN45150",45
45175,-2,539882.127,6794325.5295,3,164.718246459961,NA,NA,"STN45175",50
45200,10,539901.469,6794304.9995,3,164.546661376953,NA,NA,"STN45200",56
45225,12,539926.463,6794302.9125,3,164.593002319336,NA,NA,"STN45225",57
45250,4,539945.0835,6794303.7865,3,164.518325805664,NA,NA,"STN45250",53
45275,-18,539976.982,6794305.3665,3,164.615661621094,NA,NA,"STN45275",42
45300,-20,539987.532,6794303.9255,3,164.69059753418,183.284332275391,NA,"STN45300",41
45325,-14,540012.913,6794297.258,3,164.669998168945,NA,NA,"STN45325",44
45350,-18,540046.2295,6794285.0905,3,164.571670532227,NA,NA,"STN45350",42
45375,-18,540059.5425,6794274.1665,3,164.686660766602,177.748184204102,NA,"STN45375",42
45400,-18,540077.4575,6794264.6155,3,164.634002685547,186.566665649414,NA,"STN45400",42
45425,-36,540114.2215,6794234.685,3,164.600006103516,NA,NA,"STN45425",33
45450,-36,540114.4695,6794234.305,3,164.600006103516,NA,NA,"STN45450",33
45475,-20,540118.8645,6794204.9455,3,164.477493286133,NA,NA,"STN45475",41
45500,-8,540126.2715,6794178.218,3,164.572494506836,NA,NA,"STN45500",47
45525,-16,540145.741,6794153.389,3,164.395004272461,NA,NA,"STN45525",43
45550,-14,540145.1615,6794127.05,3,164.164993286133,176.603332519531,NA,"STN45550",44
45575,-20,540147.3485,6794098.0255,3,164.328002929688,NA,NA,"STN45575",41
45600,-28,540137.6645,6794063.9765,3,164.440002441406,NA,NA,"STN45600",37
45625,-16,540100.5085,6794055.0505,3,163.867492675781,NA,NA,"STN45625",42
45650,-4,540073.187,6794064.1945,3,163.960006713867,181.304290771484,NA,"STN45650",49
45675,-2,540048.1935,6794066.2815,3,164.220001220703,179.399993896484,NA,"STN45675",50
45700,16,540023.248,6794084.3685,3,164.442504882812,NA,NA,"STN45700",59
45725,20,540006.503,6794091.066,3,164.654998779297,NA,NA,"STN45725",61
45750,3,539983.1435,6794087.35,3,164.60400390625,NA,NA,"STN45750",NA
45775,4,539961.983,6794101.016,3,164.432006835938,173.212005615234,NA,"STN45775",53
45800,10,539937.257,6794109.443,3,164.47200012207,NA,NA,"STN45800",56
45825,10,539919.678,6794113.806,3,164.473007202148,NA,NA,"STN45825",56
45850,2,539898.0935,6794121.4375,3,164.434997558594,180.888000488281,NA,"STN45850",51
45875,14,539876.592,6794143.991,3,164.41975402832,NA,NA,"STN45875",58
45900,0,539851.254,6794130.5165,3,164.367340087891,NA,NA,"STN45900",51
45925,12,539822.058,6794132.526,3,164.426254272461,NA,NA,"STN45925",57
45950,22,539795.6455,6794121.023,3,164.399002075195,NA,NA,"STN45950",62
45975,8,539789.5585,6794093.0235,3,163.661834716797,173.953125,NA,"STN45975",55
46000,-8,539780.023,6794066.4735,3,163.908996582031,NA,NA,"STN46000",47
46025,-20,539762.689,6794046.529,3,164.338745117188,NA,NA,"STN46025",41
46050,-16,539748.6935,6794041.3135,3,164.395248413086,NA,NA,"STN46050",43
46075,-12,539718.778,6794028.796,3,164.352493286133,177.455993652344,NA,"STN46075",45
46100,-10,539701.3765,6794023.8675,3,164.351745605469,NA,NA,"STN46100",46
46125,0,539677.8695,6794016.123,3,164.320007324219,NA,NA,"STN46125",51
46150,8,539655.305,6794002.7095,3,164.33349609375,NA,NA,"STN46150",55
46175,0,539644.7245,6793978.688,3,164.42333984375,172.360000610352,NA,"STN46175",49
46200,-2,539629.6495,6793958.6445,3,164.009994506836,NA,NA,"STN46200",50
46225,-6,539624.0205,6793937.8795,3,163.880004882812,NA,NA,"STN46225",48
46250,-12,539628.265,6793914.399,3,163.696243286133,NA,NA,"STN46250",45
46275,-14,539630.179,6793889.393,3,163.681427001953,NA,NA,"STN46275",44
46300,-16,539632.093,6793864.387,3,163.863327026367,177.637268066406,NA,"STN46300",43
46325,-24,539640.007,6793839.363,3,164.065002441406,184.021255493164,NA,"STN46325",39
46350,-23,539627.326,6793803.56,3,163.419998168945,NA,163.380004882812,"STN46350",38
46375,-24,539611.302,6793782.1005,3,163.360000610352,NA,NA,"STN46375",39
46400,-18,539590.236,6793767.361,3,163.556671142578,179.932006835938,NA,"STN46400",42
46425,10,539554.349,6793775.514,3,163.557144165039,NA,NA,"STN46425",56
46450,14,539534.492,6793776.295,3,163.339996337891,164.005004882812,NA,"STN46450",58
46475,10,539509.48,6793772.381,3,163.38200378418,NA,NA,"STN46475",56
46500,4,539484.462,6793766.467,3,163.550003051758,NA,NA,"STN46500",53
46525,-6,539459.432,6793756.5525,3,163.792007446289,NA,NA,"STN46525",48
46550,-10,539436.5365,6793751.085,3,164.186660766602,164.240005493164,NA,"STN46550",46
46575,-10,539422.627,6793743.406,3,163.664993286133,175.806671142578,NA,"STN46575",46
46600,0,539402.9795,6793729.636,3,163.675003051758,NA,NA,"STN46600",51
46625,-6,539407.45,6793708.288,3,163.427505493164,NA,NA,"STN46625",48
46650,-12,539421.3135,6793693.9535,3,163.805999755859,NA,NA,"STN46650",45
46675,-14,539436.8445,6793668.4085,3,164.003326416016,NA,NA,"STN46675",44
46700,-12,539440.928,6793646.1825,3,163.490005493164,NA,NA,"STN46700",45
46725,-10,539448.79,6793628.5505,3,163.717498779297,NA,NA,"STN46725",46
46750,-2,539459.2095,6793604.455,3,163.835006713867,NA,NA,"STN46750",50
46775,4,539471.135,6793581.6755,3,163.479995727539,172.706665039062,NA,"STN46775",53
46800,0,539490.5905,6793565.4765,3,163.520004272461,NA,NA,"STN46800",50
46825,2,539505.5275,6793545.3295,3,164,NA,NA,"STN46825",52
46850,-2,539524.983,6793529.13,3,163.529998779297,NA,NA,"STN46850",50
46875,0,539539.9205,6793508.9825,3,163.615005493164,NA,NA,"STN46875",51
46900,2,539552.693,6793488.3685,3,163.642501831055,178.008575439453,NA,"STN46900",50
46925,-4,539564.6055,6793466.7545,3,163.309997558594,NA,NA,"STN46925",47
46950,-13,539573.52,6793441.728,3,163.330001831055,173.509994506836,NA,"STN46950",42
46975,-20,539580.434,6793416.707,3,163.503997802734,NA,NA,"STN46975",41
47000,-26,539586.348,6793391.689,3,163.97428894043,NA,NA,"STN47000",38
47025,-16,539573.2735,6793364.1855,3,163.634994506836,174.342498779297,NA,"STN47025",43
47050,-22,539563.234,6793332.295,3,163.886672973633,NA,NA,"STN47050",40
47075,-12,539539.172,6793320.2065,3,163.716659545898,NA,NA,"STN47075",45
47100,0,539513.462,6793309.779,3,163.710006713867,NA,NA,"STN47100",51
47125,4,539492.5385,6793304.7975,3,163.766662597656,NA,NA,"STN47125",53
47150,22,539467.593,6793322.883,3,163.563339233398,175.520004272461,NA,"STN47150",62
47175,16,539442.575,6793316.969,3,163.350006103516,177.335006713867,NA,"STN47175",58
47200,22,539417.593,6793323.0545,3,163.720001220703,NA,NA,"STN47200",62
47225,22,539392.593,6793323.14,3,163.585006713867,NA,NA,"STN47225",62
47250,16,539378.4195,6793320.8,3,163.389999389648,172.539993286133,NA,"STN47250",59
47275,-2,539350.6365,6793321.0605,3,163.315002441406,173.210006713867,NA,"STN47275",50
47300,-12,539331.307,6793319.9795,3,163.429992675781,NA,NA,"STN47300",45
47325,-2,539306.5475,6793330.2095,3,163.292495727539,NA,NA,"STN47325",50
47350,6,539281.572,6793338.295,3,163.460006713867,NA,NA,"STN47350",54
47375,6,539263.291,6793344.1045,3,163.505004882812,NA,NA,"STN47375",54
47400,0,539241.722,6793354.7415,3,163.357498168945,NA,NA,"STN47400",51
47425,-8,539220.556,6793355.279,3,163.404998779297,NA,NA,"STN47425",47
47450,-6,539195.562,6793357.3645,3,163.366668701172,172.134994506836,NA,"STN47450",48
47475,-12,539170.544,6793351.4495,3,163.343338012695,NA,NA,"STN47475",45
47500,-10,539155.827,6793348.0725,3,163.24333190918,NA,NA,"STN47500",46
47525,2,539129.823,6793341.766,3,163.205001831055,NA,NA,"STN47525",51
47550,4,539109.55,6793335.6435,3,163.324996948242,177.878570556641,NA,"STN47550",53
47575,-4,539092.6985,6793318.4765,3,163.514999389648,NA,NA,"STN47575",49
47600,-2,539071.899,6793305.2015,3,163.592498779297,NA,NA,"STN47600",50
47625,-6,539048.195,6793296.3125,3,163.690002441406,NA,NA,"STN47625",48
47650,-16,539028.7775,6793283.896,3,163.789993286133,NA,NA,"STN47650",43
47675,-14,539015.658,6793277.6755,3,163.573333740234,171.259994506836,NA,"STN47675",44
47700,14,538978.1145,6793277.5205,3,163.649993896484,NA,NA,"STN47700",58
47725,16,538960.115,6793259.5955,3,163.535003662109,NA,NA,"STN47725",59
47750,12,538952.4805,6793227.4,3,163.350006103516,181.195007324219,NA,"STN47750",55
47775,7,538957.3955,6793202.385,3,163.410003662109,NA,NA,"STN47775",53
47800,0,538964.311,6793177.364,3,163.389999389648,NA,NA,"STN47800",49
47825,-2,538966.2265,6793152.358,3,163.720001220703,178.434997558594,NA,"STN47825",50
47850,-1,538966.156,6793127.824,3,163.657501220703,NA,NA,"STN47850",49
47875,-4,538977.3675,6793108.8405,3,163.279998779297,NA,NA,"STN47875",48
47900,4,538983.0685,6793084.441,3,163.214996337891,172.910003662109,NA,"STN47900",53
47925,2,538988.9815,6793062.483,3,163.39599609375,NA,NA,"STN47925",52
47950,-8,538998.717,6793037.4015,3,163.559997558594,NA,NA,"STN47950",47
47975,-8,538988.2015,6793010.4505,3,163.331665039062,NA,NA,"STN47975",47
48000,-12,538974.6265,6792989.0795,3,163.316665649414,NA,NA,"STN48000",45
48025,-10,538956.558,6792971.686,3,163.268325805664,NA,NA,"STN48025",46
48050,-10,538931.3945,6792956.796,3,163.436248779297,NA,NA,"STN48050",46
48075,-8,538905.422,6792956.2585,3,163.894287109375,NA,NA,"STN48075",47
48100,-2,538881.964,6792968.012,3,163.207504272461,NA,NA,"STN48100",48
48125,-2,538863.17,6792983.3345,3,163.273330688477,171.770004272461,NA,"STN48125",50
48150,0,538844.2125,6792994.6745,3,163.645004272461,NA,NA,"STN48150",51
48175,0,538823.138,6793003.36,3,163.581436157227,NA,NA,"STN48175",51
48200,0,538805.1505,6793018.8085,3,163.130004882812,NA,NA,"STN48200",51
48225,4,538784.5165,6793031.47,3,163.43571472168,NA,NA,"STN48225",53
48250,14,538774.477,6793047.4355,3,163.410003662109,166.300003051758,NA,"STN48250",58
48275,18,538752.891,6793068.744,3,163.102493286133,NA,NA,"STN48275",60
48300,18,538722.575,6793075.2035,3,163.158340454102,NA,NA,"STN48300",60
48325,20,538697.581,6793077.288,3,163.029998779297,NA,163,"STN48325",61
48350,19,538672.578,6793076.372,3,163.020004272461,NA,NA,"STN48350",59
48375,14,538647.563,6793071.4555,3,163.4375,NA,NA,"STN48375",58
48400,4,538622.6305,6793060.734,3,163.139999389648,NA,NA,"STN48400",53
48425,-14,538612.937,6793037.345,3,163.4375,174.110000610352,NA,"STN48425",44
48450,-22,538609.7725,6793017.84,3,163.524993896484,176.320007324219,NA,"STN48450",40
48475,-16,538598.94,6793001.5065,3,163.174285888672,175.341247558594,NA,"STN48475",43
48500,-4,538576.032,6792980.0845,3,163.287139892578,NA,NA,"STN48500",49
48525,0,538556.466,6792964.017,3,163.425720214844,188.74333190918,NA,"STN48525",51
48550,8,538533.904,6792950.601,3,163.907501220703,NA,NA,"STN48550",55
48575,6,538519.104,6792941.373,3,163.961242675781,NA,NA,"STN48575",54
48600,-6,538502.256,6792922.371,3,164.138000488281,NA,NA,"STN48600",48
48625,-6,538485.556,6792905.511,3,164.03857421875,175.960006713867,NA,"STN48625",48
48650,-4,538467.488,6792888.117,3,163.929992675781,NA,NA,"STN48650",49
48675,-4,538446.88,6792873.708,3,163.830001831055,NA,NA,"STN48675",49
48700,2,538423.558,6792870.7455,3,163.798004150391,NA,NA,"STN48700",52
48725,4,538402.6625,6792857.612,3,163.946670532227,NA,NA,"STN48725",53
48750,-4,538385.933,6792840.2935,3,163.86799621582,170.594451904297,NA,"STN48750",49
48775,-4,538361.092,6792838.9805,3,163.768005371094,NA,NA,"STN48775",49
48800,2,538336.11,6792845.0635,3,163.804000854492,NA,NA,"STN48800",52
48825,0,538311.1045,6792843.147,3,163.693328857422,NA,NA,"STN48825",51
48850,6,538286.123,6792849.2305,3,163.539993286133,NA,NA,"STN48850",54
48875,8,538265.9335,6792854.9005,3,163.513336181641,NA,NA,"STN48875",55
48900,8,538250.1915,6792866.328,3,163.330001831055,NA,NA,"STN48900",55
48925,11,538245.2615,6792883.824,3,163.133331298828,NA,163.033340454102,"STN48925",55
48950,8,538240.8175,6792906.741,3,163.279998779297,163.570007324219,NA,"STN48950",54
48975,14,538249.293,6792927.3055,3,163.070007324219,NA,NA,"STN48975",57
49000,8,538252.844,6792946.178,3,163.073333740234,NA,NA,"STN49000",54
49025,5,538262.52,6792971.3515,3,163.087493896484,NA,NA,"STN49025",52
49050,9,538272.5345,6792991.977,3,163.039993286133,NA,NA,"STN49050",54
49075,7,538281.508,6793010.7325,3,163.035003662109,NA,NA,"STN49075",52
49100,-4,538289.839,6793036.746,3,163.020004272461,169.832504272461,NA,"STN49100",49
49125,-2,538307.907,6793054.14,3,163.429992675781,NA,NA,"STN49125",50
49150,0,538325.9745,6793071.534,3,163.529998779297,NA,NA,"STN49150",51
49175,14,538351.254,6793087.5395,3,162.964996337891,NA,NA,"STN49175",58
49200,23,538364.7465,6793115.52,3,162.990005493164,NA,NA,"STN49200",61
49225,28,538369.019,6793141.9315,3,162.99333190918,171.360000610352,NA,"STN49225",65
49250,20,538347.1995,6793175.1005,3,163.014999389648,NA,NA,"STN49250",61
49275,24,538333.7665,6793196.562,3,163.196670532227,NA,NA,"STN49275",63
49300,14,538309.7915,6793208.812,3,163.210006713867,NA,NA,"STN49300",58
49325,8,538280.543,6793218.714,3,162.955001831055,NA,NA,"STN49325",55
49350,6,538255.145,6793218.6465,3,163.020004272461,NA,NA,"STN49350",54
49375,-8,538237.0755,6793199.835,3,163.580001831055,174.399993896484,NA,"STN49375",47
49400,4,538211.793,6793193.979,3,163.25,NA,NA,"STN49400",53
49425,-4,538193.934,6793178.0735,3,162.86799621582,NA,NA,"STN49425",49
49450,-8,538168.9225,6793174.156,3,163.274993896484,NA,NA,"STN49450",47
49475,-17,538143.896,6793165.2385,3,163.270004272461,NA,NA,"STN49475",NA
49500,-18,538133.121,6793160.8655,3,163.419998168945,NA,NA,"STN49500",42
49525,-6,538108.1605,6793155.4435,3,163.397506713867,NA,NA,"STN49525",48
49550,0,538082.939,6793152.0445,3,163.142501831055,180.728881835938,NA,"STN49550",51
49575,-6,538057.8715,6793157.9315,3,163.032501220703,NA,NA,"STN49575",48
49600,-16,538036.324,6793163.0435,3,162.949996948242,187.309997558594,NA,"STN49600",43
49625,-14,538021.747,6793168.6425,3,163.214996337891,179.953994750977,NA,"STN49625",44
49650,-4,537996.777,6793178.7255,2,163.343002319336,NA,NA,"STN49650",49
49675,0,537972.4485,6793184.253,2,163.524505615234,NA,NA,"STN49675",51
49700,4,537955.3975,6793197.786,2,163.657257080078,NA,NA,"STN49700",53
49725,0,537933.7375,6793209.1565,2,163.714996337891,NA,NA,"STN49725",51
49750,0,537912.6625,6793217.84,2,163.744506835938,NA,NA,"STN49750",51
49775,-10,537886.26,6793224.771,2,163.546249389648,NA,NA,"STN49775",46
49800,-8,537872.6065,6793234.855,2,163.567001342773,NA,NA,"STN49800",47
49825,-4,537849.822,6793240.761,2,163.462005615234,180.966171264648,NA,"STN49825",49
49850,0,537827.523,6793250.7365,2,163.511337280273,175.990005493164,NA,"STN49850",51
49875,-4,537806.4775,6793263.4535,2,163.470001220703,NA,NA,"STN49875",49
49900,0,537788.812,6793275.6395,2,163.623001098633,NA,NA,"STN49900",51
49925,-6,537763.5125,6793280.063,2,163.626251220703,NA,NA,"STN49925",48
49950,-12,537742.631,6793290.11,2,163.504257202148,NA,NA,"STN49950",45
49975,-6,537727.86,6793300.714,2,163.390167236328,NA,NA,"STN49975",48
50000,-2,537703.4675,6793303.8315,2,162.959671020508,NA,NA,"STN50000",50
50025,6,537678.4705,6793299.5135,2,162.806503295898,174.164001464844,NA,"STN50025",54
50050,14,537658.2935,6793293.763,2,163.111999511719,NA,NA,"STN50050",58
50075,0,537643.308,6793272.6315,2,162.914505004883,NA,NA,"STN50075",51
50100,-6,537628.6265,6793255.7455,2,163.302001953125,NA,NA,"STN50100",48
50125,-4,537617.616,6793237.9435,2,163.539993286133,168.583999633789,NA,"STN50125",49
50150,2,537609.4795,6793214.4865,2,163.603500366211,NA,NA,"STN50150",52
50175,-2,537613.398,6793189.475,2,163.272994995117,182.813995361328,NA,"STN50175",50
50200,0,537611.316,6793164.481,2,163.231994628906,NA,NA,"STN50200",51
50225,-2,537613.2345,6793139.475,2,163.240005493164,NA,NA,"STN50225",50
50250,0,537611.153,6793114.481,2,163.720993041992,NA,NA,"STN50250",51
50275,-8,537613.502,6793087.989,2,163.59049987793,NA,NA,"STN50275",47
